,img_name,question,h,r,t,answer,fold
3853,120205520220715132640.jpg,이미지 내 식육목에 해당하는 퓨마는 어디에 속하니?,Cougar,order,Carnivora,chordate,2.0
3854,120210720220913132821.jpg,이미지에서 조선민주주의인민공화국의 천연기념물인 동물은 무엇이니?,Brown bear,subject,Natural monuments of North Korea,great bear,2.0
3855,150101920220713130754.jpg,이미지 속 올림픽 경기 종목은 무엇이니?,Handball,subject,Olympic sports,handball,2.0
3856,132000720220916112404.jpg,이미지 안의 일본의 발명품은 뭐야?,Utility knife,subject,Japanese invention,utility knife,2.0
3857,141200820220711114305.jpg,이미지 내 진달래과에 속하는 식물은 무엇일까?,Blueberry,family,Ericaceae,blueberry,2.0
3858,120800920220715153347.jpg,이미지 안에 있는 해산물은 뭐야?,Fugu,subject,Seafood,puffer,2.0
3859,120803320220720153715.jpg,이미지 내 조기어류에 속하는 동물의 목은 뭐야?,Ocean sunfish,class,Actinopterygii,Tetraodontiformes,2.0
3860,141204020220805135606.jpg,이미지 내 참취족에 속하는 것의 속은 무엇일까?,Bellis perennis,subject,Astereae,Daisy,2.0
3861,150100120220823111649.jpg,이미지에서 하드볼이라는 별칭이 있는 옛 올림픽 경기 종목은 뭐야?,Baseball,subject,Old_Olympic_Game_Event,baseball,2.0
3862,140402620221019180111.jpg,이미지 속 식물은 무슨 과에 속하니?,Echinochloa esculenta,kingdom,Plant,poaceae,2.0
3863,130701420220914164607.jpg,이미지에 있는 깔개는 어느 나라의 상징일까?,Persian carpet,subject,iranian symbol,Iran,2.0
3864,120205320220715154143.jpg,이미지 내 척삭동물은 무슨 목에 포함되지?,Red squirrel,order,Rodent,Rodentia,2.0
3865,134300420220725143656.jpg,이미지에서 녹차의 한 종류인 일본의 차는 뭐지?,Matcha,subject,japanese_car,horsecar,2.0
3866,120204920220715130447.jpg,이미지 속 고양이아목인 동물은 무엇에 속해?,Mongoose,class,Mammal,a mammal,2.0
3867,140601020220711152930.jpg,나비는 어디에 속해 있니?,Butterfly,order,Lepidoptera,lepidoptera,2.0
3868,110101320220620115952.jpg,이미지 속 피아노는 무슨 악기니?,Piano,subject,Chordophone,Chordophone,2.0
3869,141900220220727154108.jpg,가지는 어디에 해당하는 식물일까?,Eggplant,subject,Vegetable,Fruit vegetables,2.0
3870,122203120220803094412.jpg,이미지 안 척삭동물의 이름은 뭐니?,Egret,phylum,Chordate,great egret,2.0
3871,120100520220818132527.jpg,딱정벌레목에 속하는 동물은 뭘까?,Harmonia axyridis,kingdom,Animal,ladybug,2.0
3872,141401620220711140019.jpg,백합과에 속하는 원예 식물은 뭘까?,Tulip,subject,Gardening_Plants,tulip,2.0
3873,134201020220725175328.jpg,이미지 속 사람의 상목은 무엇이니?,Human,superorder,Euarchontoglires,Euarchontoglires,2.0
3874,141700820220727142201.jpg,이미지 내 한국의 식물상인 수양버들은 무슨 미분류목에 속해?,Salix babylonica,subject,Flora of Korea,Rosids,2.0
3875,211000420220927152036.jpg,이미지 내 중국의 예술과 관련 있는 도자기는 뭐니?,Celadon,subject,Porcelain,celadon,2.0
3876,132000620220708141729.jpg,이미지에서 주판의 용도는 무엇이니?,Abacus,subject,Calculator,a calculator,2.0
3877,140200420220701150348.jpg,이미지 안 뿌리채소가 속한 미분류강은 무엇이니?,Carrot,subject,Root vegetable,Eudicot plant,2.0
3878,131500220220707172930.jpg,이미지 속 스코틀랜드의 발명품은 뭐야?,Vacuum flask,subject,scotland_invention,thermos,2.0
3879,120201520220623182317.jpg,이미지 속 수달은 어디에 해당하는 척삭동물일까?,Eurasian otter,subject,Mustelidae,mustelidae,2.0
3880,120100920220707114713.jpg,이미지 안에 사마귀는 무엇에 해당하는 곤충이지?,Tenodera angustipennis,phylum,Arthropod,arthropod,2.0
3881,120200620220622175942.jpg,이미지 속 척삭동물은 무슨 강에 속하지?,Cat,class,Mammal,a mammal,2.0
3882,110102620220729150813.jpg,이미지 속 타악기를 뭐라고 해?,Bell,subject,Percussion instrument,specie,2.0
3883,151300220220713172845.jpg,이미지 내에 매트를 다른 말로 뭐라고 부르니?,Mat,subject,rug,rug,2.0
3884,160800320220714143017.jpg,이미지 속 미국의 발명품은 무엇이니?,Escalator,subject,american_invention,escalator,2.0
3885,120801320220715141933.jpg,이미지 속 실고기과에 속한 동물은 무엇이니?,Seahorse,subject,Syngnathidae,sea horse,2.0
3886,141400620220711103922.jpg,딱총나무는 무엇에 속하는 식물이지?,Sambucus ebulus,subject,Adoxaceae,Adoxaceae,2.0
3887,122203620220913160042.jpg,이미지 안 중앙아메리카와 관계 있는 것은 뭐니?,macaw,RelatedTo,central america,macaw,2.0
3888,120101120220715102848.jpg,이미지 안에 매미는 어디에 속한 곤충이니?,Cicadidae,subject,Hemiptera,Hemiptera,2.0
3889,180100420220919113234.jpg,이미지 속 멕시코 요리에 해당하는 것은 뭐니?,Taco,subject,Mexican cuisine,taco,2.0
3890,120204520220809175903.jpg,이미지 속 베냉의 상징은 무슨 목에 해당할까?,Leopard,subject,symbol of Benin,Carnivora,2.0
3891,141401820220727104440.jpg,이미지 내 원예 식물에 해당하는 개양귀비의 미분류강은 뭘까?,Papaver rhoeas,subject,Gardening_Plants,Eudicot plant,2.0
3892,110400720220906132844.jpg,이미지 속 승객을 태우기 위해 있는 도로 시설물을 뭐라고 해?,Bus stop,subject,road_facility,bus stops,2.0
3893,122201520220810165752.jpg,타조목에 속하는 타조의 문은 뭐니?,Common ostrich,order,Struthioniformes,chordate,2.0
3894,122201320220707162430.jpg,이미지 속 기러기목에 속한 동물은 뭐야?,Duck,order,Anseriformes,duck,2.0
3895,141601420220727144302.jpg,마편초는 어느 미분류강에 속하는 허브니?,Verbena officinalis,subject,Hub,Eudicot plant,2.0
3896,151100520220713144354.jpg,이미지 내 사람은 무엇에 해당하는 동물이야?,Human,suborder,Haplorhini,Haplorhini,2.0
3897,120806220220916110436.jpg,이미지에서 키클라목에 속하는 동물은 뭐야?,Cichlid,subject,Cichliformes,cichlid,2.0
3898,132303520220926110034.jpg,이미지에 동전 투입구가 있는 기계는 뭐지?,coin slot,PartOf,vending machine,a vending stand,2.0
3899,130601220220802185402.jpg,이미지 내 물레는 어느 나라의 상징이니?,Spinning wheel,subject,symbol of india,india,2.0
3900,113600120220718181327.jpg,이미지 안에 소음 공해를 막는 도로 시설은 무엇이니?,Noise barrier,subject,road_facility,sound barrier,2.0
3901,110700120220705175941.jpg,이미지에서 사람은 무엇에 해당하니?,Human,subphylum,Vertebrate,vertebrate,2.0
3902,141403720220726142302.jpg,카네이션은 무엇에 해당하는 진정쌍떡잎식물이지?,Dianthus caryophyllus,subject,Caryophyllaceae,Caryophyllaceae,2.0
3903,130300820221031182547.jpg,이미지 내 미국에서 발명된 것은 뭐가 있지?,Hair spray,subject,american_invention,hair spray,2.0
3904,113700320220719115432.jpg,이미지 속 물을 공급하는 수도 시설은 뭐니?,Well,subject,water supply_facility,a good well,2.0
3905,150101520220712182643.jpg,테니스는 무엇의 경기 종목에 속할까?,Tennis,subject,Olympic sports,olympics,2.0
3906,110102520220729115303.jpg,이미지 속 미국의 발명품에 해당하는 것은 뭐야?,Electric guitar,subject,american_invention,electric guitar,2.0
3907,120206420220720172341.jpg,이미지 속 유인원은 무슨 아문에 속하니?,Human,subject,Ape,vertebrate,2.0
3908,140601420221019162221.jpg,이미지 안 앵초과가 해당하는 미분류목은 뭐야?,Lysimachia barystachys,family,Primulaceae,Asterids,2.0
3909,120205320220715153117.jpg,이미지 내 청서는 무엇에 속하는 동물이야?,Red squirrel,subject,Squirrel,sciuridae,2.0
3910,141403120220726145923.jpg,이미지 내의 원예 식물은 무슨 속에 해당하니?,Cycas revoluta,subject,Gardening_Plants,Cycas,2.0
3911,122202920220803105757.jpg,도요목에 속하는 한국의 겨울철새는 뭐야?,Common gull,subject,winter migratory birds in Korea,seagull,2.0
3912,120208920220930180247.jpg,이미지 속 족제비과에 해당하는 포유류를 뭐라고 해?,Asian badger,subject,Mustelidae,badger,2.0
3913,132101320220708113904.jpg,이미지 속 생활용품은 어느 나라 발명품이야?,Shampoo,subject,indian invention,india,2.0
3914,141900420220727115503.jpg,이미지 속 열대 과일은 뭐야?,Guava,subject,Tropical fruit,guava,2.0
3915,161000520220715103240.jpg,불도저는 건설기계에 해당하면서 어디에 쓰이는 기계야?,Bulldozer,subject,Heavy equipment,agriculture,2.0
3916,120201220220623151416.jpg,이미지 내에서 유대류에 속하는 것은 어느 나라의 포유류야?,Koala,subject,australian_mammals,Australia,2.0
3917,130303620220803130158.jpg,이미지에서 회색늑대의 아종은 뭐니?,Dog,subject,Subspecies of Canis lupus,dog,2.0
3918,160202620220919101012.jpg,이미지 내 포유류의 아목은 뭐야?,Human,class,Mammal,Haplorhini,2.0
3919,120900120220624171503.jpg,이미지 속 갑각류에 해당하는 동물은 뭐야?,Lobster,subphylum,Crustacean,lobster,2.0
3920,120100920220812140320.jpg,이미지에서 사마귀는 어느 목에 속하니?,Tenodera angustipennis,order,Blattodea,blattodea,2.0
3921,110700620220928134801.jpg,이미지에 있는 장소는 무엇을 위한 음식 저장을 해?,a grocery store,UsedFor,storing food for sale,Sales,2.0
3922,121700220220902144354.jpg,이미지 안 순각류는 무슨 문에 속할까?,Scutigeridae,class,Centipede,arthropod,2.0
3923,122500520220722104551.jpg,애완동물에 해당하는 친칠라의 목은 무엇일까?,Chinchilla,subject,Pet,rodents,2.0
3924,140401120220830183143.jpg,이미지에서 볏과에 해당하는 것은 어떤 속에 해당되지?,Maize,family,Poaceae,Zea,2.0
3925,115500120220809171007.jpg,이미지에서 진원류에 속하고 수아강에 포함되는 건 무엇일까?,Human,subclass,Theria,people,2.0
3926,122500320220721170744.jpg,척삭동물에 해당하는 비버는 어디에 포함되니?,Beaver,class,Mammal,a mammal,2.0
3927,160201820220804182215.jpg,산길 이미지 속 미국의 발명품은 무엇이니?,Mountain bike,subject,american_invention,mountain bike,2.0
3928,110102520220802102952.jpg,이미지 속 미국의 발명품은 뭐야?,Electric guitar,subject,american_invention,electric guitar,2.0
3929,140603420221018160722.jpg,이미지 안 속씨식물은 무슨 과에 속하니?,Doellingeria scabra,family,Asteraceae,chrysanthemum,2.0
3930,132500420220721160223.jpg,이미지 안 안전을 위해 설치하는 건축의장은 뭘까?,Handrail,subject,Safety,bannister,2.0
3931,141201520220726144511.jpg,이미지 내 장미과에 속하고 장미목에 포함되는 식물은 무엇이니?,Potentilla reptans,family,Rosaceae,Potentilla reptans,2.0
3932,150100420220824164030.jpg,배구 코트 이미지에 있는 유인원은 뭘까?,Human,superfamily,Ape,people,2.0
3933,122202420220728112515.jpg,이미지에 있는 척삭동물은 어느 나라의 여름철새니?,Black-naped oriole,subject,Korea's summer migratory birds,Korea,2.0
3934,160100320220713172853.jpg,이미지의 진원류에 해당하는 사람은 무엇에 포함될까?,Human,suborder,Haplorhini,Haplorhini,2.0
3935,120100920220707163332.jpg,이미지에 사마귀는 무엇에 해당하는 동물이니?,Tenodera angustipennis,subclass,Pterygota,Pterygota,2.0
3936,120200120220622140029.jpg,영양은 무엇에 속하는 동물이니?,Antelope,subject,Megafauna,Megafauna,2.0
3937,141400620220711110435.jpg,이미지 안의 원예 식물은 어떤 목에 해당하지?,Sambucus ebulus,subject,Gardening_Plants,Dipsacales,2.0
3938,140100220220830171329.jpg,이미지 안 열대 과일은 뭐지?,Banana,subject,Tropical fruit,banana,2.0
3939,140400320220708181417.jpg,이미지 내에서 콩아과에 속한 것의 미분류강은 뭘까?,Mung bean,subject,Faboideae,Eudicot plant,2.0
3940,111000720220706132358.jpg,이미지 내 사람은 무엇에 해당하는 생물이야?,Human,suborder,Haplorhini,Haplorhini,2.0
3941,140201120220718175609.jpg,양배추는 어떤 식물에 속해?,Cabbage,unclassified_class,Eudicots,Eudicot plant,2.0
3942,130500420220810164236.jpg,이미지 속 기계 체조 기구는 뭐야?,Horizontal bar,subject,mechanical_gymnastics_apparatus,bar,2.0
3943,120700220220707184331.jpg,이미지 안의 말미잘은 무슨 종류에 속해 있니?,Sea anemone,subject,Anthozoa,Anthozoa,2.0
3944,120101220220715131113.jpg,이미지에서 절지동물의 이름은 뭘까?,Caelifera,phylum,Arthropod,grasshopper,2.0
3945,130700320220628153034.jpg,이미지 속 진원류에 속하는 동물은 뭐야?,Human,kingdom,Animal,people,2.0
3946,122201920220728182153.jpg,이미지 내 강에 있는 진원류는 무엇일까?,Human,infraorder,Simian,people,2.0
3947,110102120220801154203.jpg,이미지 내 바순의 음역은 얼마나 되니?,Bassoon,range,210 (number),210 (number),2.0
3948,140800120220711102208.jpg,이미지 안 나팔꽃은 무슨 식물이야?,Ipomoea nil,unclassified_phylum,Flowering plant,ia genus,2.0
3949,132301020220708144324.jpg,이미지에서 소화기는 어느 나라에서 발명했니?,Fire extinguisher,subject,England's invention,england,2.0
3950,132501220220930150106.jpg,이미지 속 시멘트와 관련된 건축재료는 뭐야?,Mortar (masonry),subject,Cement,mortar,2.0
3951,132303520220926100338.jpg,이미지 속 거스름돈을 돌려주는 기계는 뭐야?,vending machine,RelatedTo,machine,a vending stand,2.0
3952,120207720220928102853.jpg,이미지에서 영장류에 해당하는 동물은 뭘까?,Baboon,kingdom,Animal,baboon,2.0
3953,110101020220810184111.jpg,이미지 속 현명악기는 어느 나라의 상징일까?,Harp,subject,Chordophone,ireland,2.0
3954,111201320220927150340.jpg,이미지에 있는 구멍이 뚫린 도구는 뭐니?,stencil,RelatedTo,perforated,stencil,2.0
3955,152000320220713133453.jpg,이미지 속의 올림픽 경기 종목은 뭐라고 부를까?,Modern competitive archery,subject,Olympic sports,archery,2.0
3956,122203220220802164741.jpg,이미지 속 영장류에 속하는 포유류를 뭐라고 해?,Human,class,Mammal,people,2.0
3957,211900220220926131801.jpg,이미지 내 모자는 어느 나라의 복식이니?,crest,subject,Hat,Joseon,2.0
3958,110400720220906132335.jpg,이미지 속 거리에 있는 도로 시설물은 뭐야?,Bus stop,subject,road_facility,bus stops,2.0
3959,131101420220809134208.jpg,이미지 속 넥타이의 이름은 뭘까?,Bow tie,subject,Necktie,a bowtie,2.0
3960,113800420220719141256.jpg,이미지에서 식품 보존과 관련 있는 것은 뭘까?,Jam,subject,Food preservation,jams,2.0
3961,120205120220715144906.jpg,이미지 내의 척삭동물은 어느 나라의 외래어일까?,Jaguar,subject,Portuguese origin_loan language,Portugal,2.0
3962,130500720220812101433.jpg,이미지에서 스포츠 신발을 뭐라고 해?,Athletic shoe,subject,sports_shoes,running shoe,2.0
3963,150100120220707102804.jpg,이미지 속 옛 올림픽 경기 종목인 운동은 뭐야?,Baseball,subject,Old_Olympic_Game_Event,baseball,2.0
3964,114100220220809132449.jpg,이미지 속에 위생용품은 뭐가 있어?,Handkerchief,subject,hygiene products,hanky,2.0
3965,160202220220804183627.jpg,이미지 속 잉글랜드의 발명품은 뭐야?,Tank,subject,England's invention,tank,2.0
3966,120100420220818102156.jpg,이미지에 있는 곤충은 어떤 아강에 속할까?,Odonata,class,Insect,Pterygota,2.0
3967,121500220220707134057.jpg,이미지 속 포유류는 어떤 상목에 해당해?,Sloth,class,Mammal,Xenarthra,2.0
3968,120104420220720131141.jpg,이미지에서 외시류에 속하는 곤충은 뭐야?,Termite,superorder,Exopterygota,termite,2.0
3969,120208020220802102802.jpg,들소는 어떤 강에 속한 동물이지?,Bison,class,Mammal,a mammal,2.0
3970,122202020220905171007.jpg,이미지 안 척삭동물에 속하는 것은 뭘까?,Anserini,phylum,Chordate,wild goose,2.0
3971,120202220220822155102.jpg,이미지 속 설치류는 무슨 문에 해당할까?,Tree squirrel,order,Rodent,chordate,2.0
3972,114701120220719175636.jpg,유인원에 해당하는 사람의 강은 뭘까?,Human,subject,Ape,a mammal,2.0
3973,150101320220712175912.jpg,이미지 안 코프볼은 어느 나라의 스포츠니?,Korfball,subject,Dutch_Sports,netherland,2.0
3974,132302420220708154348.jpg,이미지 내에서 의학 기기로 사용되는 것의 이름은 뭐지?,Catheter,subject,medical_device,catheter,2.0
